(0.491168,0.0536945) (0,0); (0.48849,0.077679) (0,0); (0.484611,0.106933) (0,0); (0.481344,0.127793) (0,0)
(0.479556,0.138335) (0,0); (0.476062,0.157059) (0,0); (0.471403,0.179346) (0,0); (0.467756,0.194784) (0,0)
(0.465824,0.202415) (0,0); (0.462189,0.215624) (0,0); (0.457526,0.230656) (0,0); (0.454013,0.240491) (0,0)
(0.452184,0.245135) (0,0); (0.448811,0.252727) (0,0); (0.444574,0.260462) (0,0); (0.441451,0.264727) (0,0)
(0.439846,0.266409) (0,0); (0.436898,0.268579) (0,0); (0.433208,0.269514) (0,0); (0.430502,0.268775) (0,0)
(0.429094,0.267909) (0,0); (0.426528,0.265353) (0,0); (0.423272,0.260409) (0,0); (0.420849,0.255387) (0,0)
(0.419566,0.252339) (0,0); (0.417191,0.245858) (0,0); (0.414094,0.236157) (0,0); (0.41172,0.227767) (0,0)
(0.410438,0.223024) (0,0); (0.408017,0.21355) (0,0); (0.404768,0.200292) (0,0); (0.402208,0.189442) (0,0)
(0.400804,0.183473) (0,0); (0.398108,0.171869) (0,0); (0.394414,0.156121) (0,0); (0.391448,0.143585) (0,0)
(0.389804,0.136785) (0,0); (0.386615,0.123757) (0,0); (0.382193,0.106379) (0,0); (0.378603,0.0927687) (0,0)
(0.376602,0.0854487) (0,0); (0.3727,0.071551) (0,0); (0.367258,0.053223) (0,0); (0.362819,0.0390259) (0,0)
(0.360341,0.0314401) (0,0); (0.355499,0.0171291) (0,0); (0.348749,-0.0015623) (0,0); (0.343244,-0.0159032) (0,0)
(0.340187,-0.023497) (0,0); (0.334198,-0.037767) (0,0); (0.325856,-0.056271) (0,0); (0.319056,-0.0703657) (0,0)
(0.315281,-0.0778103) (0,0); (0.30792,-0.0916927) (0,0); (0.297754,-0.10952) (0,0); (0.289532,-0.122964) (0,0)
(0.284998,-0.130023) (0,0); (0.2762,-0.143097) (0,0); (0.264171,-0.159723) (0,0); (0.25453,-0.172135) (0,0)
(0.249251,-0.178607) (0,0); (0.23907,-0.19051) (0,0); (0.225299,-0.205485) (0,0); (0.214371,-0.216537) (0,0)
(0.818614,0.0894908) (0,0); (0.814151,0.129465) (0,0); (0.807686,0.178222) (0,0); (0.802239,0.212988) (0,0)
(0.79926,0.230559) (0,0); (0.793436,0.261766) (0,0); (0.785671,0.29891) (0,0); (0.779593,0.32464) (0,0)
(0.776374,0.337358) (0,0); (0.770314,0.359373) (0,0); (0.762543,0.384427) (0,0); (0.756689,0.400819) (0,0)
(0.753641,0.408558) (0,0); (0.748019,0.421211) (0,0); (0.740956,0.434103) (0,0); (0.735752,0.441212) (0,0)
(0.733077,0.444015) (0,0); (0.728163,0.447632) (0,0); (0.722014,0.449189) (0,0); (0.717503,0.447958) (0,0)
(0.715157,0.446515) (0,0); (0.71088,0.442255) (0,0); (0.705454,0.434015) (0,0); (0.701415,0.425644) (0,0)
(0.699276,0.420565) (0,0); (0.695319,0.409764) (0,0); (0.690156,0.393595) (0,0); (0.6862,0.379611) (0,0)
(0.684063,0.371707) (0,0); (0.680028,0.355917) (0,0); (0.674613,0.333819) (0,0); (0.670347,0.315736) (0,0)
(0.668006,0.305789) (0,0); (0.663513,0.286448) (0,0); (0.657357,0.260201) (0,0); (0.652414,0.239308) (0,0)
(0.649673,0.227975) (0,0); (0.644359,0.206262) (0,0); (0.636989,0.177298) (0,0); (0.631005,0.154614) (0,0)
(0.627671,0.142415) (0,0); (0.621167,0.119252) (0,0); (0.612097,0.0887051) (0,0); (0.604698,0.0650432) (0,0)
(0.600569,0.0524002) (0,0); (0.592498,0.0285485) (0,0); (0.581248,-0.00260383) (0,0); (0.572073,-0.0265054) (0,0)
(0.566978,-0.0391616) (0,0); (0.556997,-0.062945) (0,0); (0.543093,-0.0937851) (0,0); (0.53176,-0.117276) (0,0)
(0.525469,-0.129684) (0,0); (0.513199,-0.152821) (0,0); (0.496256,-0.182533) (0,0); (0.482554,-0.20494) (0,0)
