(-0.429805,0.486172) (0,0); (-0.511521,0.41397) (0,0); (-0.606972,0.318837) (0,0); (-0.671572,0.245211) (0,0)
(-0.702692,0.206928) (0,0); (-0.755069,0.135715) (0,0); (-0.811299,0.0481331) (0,0); (-0.845118,-0.0149069) (0,0)
(-0.859915,-0.0460503) (0,0); (-0.881487,-0.100803) (0,0); (-0.898322,-0.162009) (0,0); (-0.902556,-0.20108) (0,0)
(-0.90208,-0.218484) (0,0); (-0.895664,-0.24525) (0,0); (-0.878138,-0.267185) (0,0); (-0.857689,-0.274043) (0,0)
(-0.844828,-0.273991) (0,0); (-0.81646,-0.266987) (0,0); (-0.773271,-0.244614) (0,0); (-0.735433,-0.217324) (0,0)
(-0.714189,-0.19947) (0,0); (-0.671699,-0.15936) (0,0); (-0.613288,-0.0959613) (0,0); (-0.566239,-0.038889) (0,0)
(-0.54092,-0.00614134) (0,0); (-0.492416,0.0604354) (0,0); (-0.42902,0.154305) (0,0); (-0.380347,0.231622) (0,0)
(-0.354785,0.273839) (0,0); (-0.307261,0.355786) (0,0); (-0.247013,0.464801) (0,0); (-0.202184,0.549964) (0,0)
(-0.178665,0.595283) (0,0); (-0.136953,0.680177) (0,0); (-0.086672,0.787883) (0,0); (-0.0513095,0.868093) (0,0)
(-0.0336236,0.909174) (0,0); (-0.00264104,0.983884) (0,0); (0.0332836,1.07395) (0,0); (0.0573699,1.13731) (0,0)
(0.0689506,1.16843) (0,0); (0.0883377,1.22241) (0,0); (0.109097,1.28253) (0,0); (0.121531,1.3207) (0,0)
(0.126974,1.33797) (0,0); (0.134909,1.36476) (0,0); (0.141085,1.38846) (0,0); (0.142618,1.39799) (0,0)
(0.142396,1.40011) (0,0); (0.139934,1.39833) (0,0); (0.133097,1.38578) (0,0); (0.125079,1.36831) (0,0)
(0.119928,1.35665) (0,0); (0.10851,1.32985) (0,0); (0.0905516,1.28734) (0,0); (0.0744396,1.24897) (0,0)
(0.0651155,1.22713) (0,0); (0.0461434,1.18284) (0,0); (0.0188016,1.12129) (0,0); (-0.00413841,1.07121) (0,0)
(-0.016991,1.04427) (0,0); (-0.0423623,0.99246) (0,0); (-0.0776714,0.925242) (0,0); (-0.106425,0.874012) (0,0)
(-0.122281,0.847558) (0,0); (-0.153106,0.798792) (0,0); (-0.195168,0.73937) (0,0); (-0.22882,0.697048) (0,0)
(-0.247177,0.676236) (0,0); (-0.282507,0.639905) (0,0); (-0.329993,0.599609) (0,0); (-0.367455,0.57417) (0,0)
(-0.387686,0.562913) (0,0); (-0.42628,0.545806) (0,0); (-0.477374,0.532173) (0,0); (-0.517102,0.528382) (0,0)
(-0.538318,0.528819) (0,0); (-0.57839,0.534227) (0,0); (-0.630503,0.550075) (0,0); (-0.670316,0.56896) (0,0)
(-0.691283,0.581238) (0,0); (-0.730377,0.608677) (0,0); (-0.780055,0.65196) (0,0); (-0.817112,0.69087) (0,0)
(-0.836255,0.71323) (0,0); (-0.871296,0.758703) (0,0); (-0.914335,0.823029) (0,0); (-0.945268,0.876161) (0,0)
(-0.960751,0.905245) (0,0); (-0.988221,0.9619) (0,0); (-1.01989,1.03745) (0,0); (-1.04095,1.09661) (0,0)
(-1.05064,1.12787) (0,0); (-1.06672,1.18677) (0,0); (-1.08111,1.26125) (0,0); (-1.08709,1.31653) (0,0)
(-1.08688,1.34454) (0,0); (-1.08639,1.39648) (0,0); (-1.07984,1.46035) (0,0); (-1.0703,1.50633) (0,0)
(-1.06305,1.5291) (0,0); (-1.04602,1.56921) (0,0); (-1.01629,1.61432) (0,0); (-0.987747,1.64337) (0,0)
(-0.970456,1.65642) (0,0); (-0.934104,1.67676) (0,0); (-0.879212,1.69384) (0,0); (-0.831421,1.69967) (0,0)
(-0.804047,1.69993) (0,0); (-0.74894,1.69529) (0,0); (-0.670448,1.67853) (0,0); (-0.605234,1.65749) (0,0)
(-0.568956,1.64328) (0,0); (-0.497709,1.61102) (0,0); (-0.399785,1.558) (0,0); (-0.320926,1.50898) (0,0)
(-0.27795,1.47998) (0,0); (-0.195085,1.42001) (0,0); (-0.0843145,1.33156) (0,0); (0.00262087,1.25595) (0,0)
(0.0491648,1.21314) (0,0); (0.137443,1.1278) (0,0); (0.252443,1.00788) (0,0); (0.340447,0.909398) (0,0)
(0.386727,0.855012) (0,0); (0.47299,0.748908) (0,0); (0.582262,0.604375) (0,0); (0.663501,0.488925) (0,0)
(-1.21133,2.45454) (0,0); (-1.63758,2.25771) (0,0); (-2.17923,1.9886) (0,0); (-2.58326,1.77289) (0,0)
(-2.79292,1.65596) (0,0); (-3.17737,1.43138) (0,0); (-3.65585,1.13364) (0,0); (-4.00487,0.901805) (0,0)
(-4.18331,0.778461) (0,0); (-4.50511,0.545887) (0,0); (-4.89578,0.245701) (0,0); (-5.17284,0.0181207) (0,0)
(-5.31182,-0.100838) (0,0); (-5.55695,-0.321107) (0,0); (-5.84452,-0.597797) (0,0); (-6.0402,-0.801664) (0,0)
(-6.13557,-0.906184) (0,0); (-6.29779,-1.09572) (0,0); (-6.4772,-1.32627) (0,0); (-6.58999,-1.49014) (0,0)
(-6.64172,-1.57205) (0,0); (-6.72257,-1.71637) (0,0); (-6.79862,-1.8839) (0,0); (-6.83435,-1.99639) (0,0)
(-6.84626,-2.05028) (0,0); (-6.85422,-2.14029) (0,0); (-6.84045,-2.23544) (0,0); (-6.81138,-2.29127) (0,0)
(-6.79075,-2.3153) (0,0); (-6.74037,-2.34827) (0,0); (-6.65897,-2.3719) (0,0); (-6.58457,-2.37516) (0,0)
(-6.54377,-2.37517) (0,0); (-6.45352,-2.35889) (0,0); (-6.32021,-2.31965) (0,0); (-6.20612,-2.27577) (0,0)
(-6.14299,-2.24928) (0,0); (-6.01824,-2.19158) (0,0); (-5.84832,-2.10542) (0,0); (-5.7126,-2.03106) (0,0)
(-5.6395,-1.98959) (0,0); (-5.49973,-1.90716) (0,0); (-5.31593,-1.79485) (0,0); (-5.17396,-1.70511) (0,0)
(-5.09877,-1.65718) (0,0); (-4.95775,-1.56582) (0,0); (-4.77663,-1.44817) (0,0); (-4.64001,-1.3592) (0,0)
(-4.56865,-1.31334) (0,0); (-4.4368,-1.22912) (0,0); (-4.27098,-1.12666) (0,0); (-4.14863,-1.05382) (0,0)
(-4.08565,-1.01798) (0,0); (-3.9711,-0.955412) (0,0); (-3.83056,-0.885908) (0,0); (-3.72968,-0.841931) (0,0)
(-3.67881,-0.822435) (0,0); (-3.5883,-0.7927) (0,0); (-3.48155,-0.768937) (0,0); (-3.40842,-0.762247) (0,0)
(-3.37297,-0.763019) (0,0); (-3.3126,-0.772474) (0,0); (-3.24744,-0.800569) (0,0); (-3.20794,-0.834182) (0,0)
(-3.19098,-0.856198) (0,0); (-3.16647,-0.905513) (0,0); (-3.15014,-0.984019) (0,0); (-3.14963,-1.05505) (0,0)
(-3.15391,-1.09615) (0,0); (-3.17026,-1.18008) (0,0); (-3.2087,-1.29998) (0,0); (-3.25129,-1.39983) (0,0)
(-3.27876,-1.45491) (0,0); (-3.33925,-1.56281) (0,0); (-3.43563,-1.70841) (0,0); (-3.52289,-1.82371) (0,0)
(-3.57398,-1.88527) (0,0); (-3.67873,-2.00223) (0,0); (-3.83147,-2.15299) (0,0); (-3.96086,-2.26713) (0,0)
(-4.03362,-2.32615) (0,0); (-4.17801,-2.43483) (0,0); (-4.37879,-2.56782) (0,0); (-4.54217,-2.663) (0,0)
(-4.63156,-2.7101) (0,0); (-4.80489,-2.79286) (0,0); (-5.03711,-2.8857) (0,0); (-5.21976,-2.94524) (0,0)
(-5.3172,-2.97184) (0,0); (-5.50198,-3.01308) (0,0); (-5.74014,-3.04671) (0,0); (-5.92045,-3.05702) (0,0)
(-6.01368,-3.05607) (0,0); (-6.18562,-3.04395) (0,0); (-6.3952,-3.00281) (0,0); (-6.54452,-2.95186) (0,0)
(-6.61711,-2.91449) (0,0); (-6.74845,-2.83881) (0,0); (-6.89966,-2.7179) (0,0); (-7.00009,-2.60824) (0,0)
(-7.04578,-2.54319) (0,0); (-7.11907,-2.40942) (0,0); (-7.18321,-2.21328) (0,0); (-7.20825,-2.04638) (0,0)
(-7.21144,-1.95243) (0,0); (-7.19981,-1.76573) (0,0); (-7.14562,-1.50596) (0,0); (-7.07419,-1.29445) (0,0)
